id,bundle,deleted,entity_id,revision_id,language,delta,field_basic_spotlight_items_title,field_basic_spotlight_items_description,field_basic_spotlight_items_fid,field_basic_spotlight_items_link,field_basic_spotlight_items_alt,fid,uid,filename,uri,filemime,filesize,status,timestamp,type
53919,spotlight,0,1541,10881,und,0,International Conferences,"International Council of Nurses Annual Conference, Seoul, South Korea",2731,,"International Council of Nurses Annual Conference, Seoul",2731,411,IMG_5172.JPG,public://general/IMG_5172.JPG,image/jpeg,1144744,1,1442361458,image
97370,spotlight,0,1541,10881,und,1,International Conferences,"International Council of Nurses Annual Conference, Seoul, South Korea",2736,,"International Council of Nurses Annual Conference, Seoul",2736,411,IMG_5173.JPG,public://general/IMG_5173.JPG,image/jpeg,2191529,1,1442361458,image
94201,spotlight,0,1541,10881,und,2,International Conferences,"International Council of Nurses Annual Conference, Seoul, South Korea",2751,,ICN Conference Attendees,2751,411,IMG_5175.JPG,public://general/IMG_5175.JPG,image/jpeg,2576144,1,1442361927,image
57469,spotlight,0,1541,10881,und,3,International Conferences,"2015 Fudan-Duke International Nursing Forum, Shanghai, China",3646,,,3646,426,US China Nursing Conference.jpg,public://general/US China Nursing Conference.jpg,image/jpeg,42720,1,1447460316,image
66708,spotlight,0,1541,10881,und,4,International Conferences,"Korean Hospital Nurses Association Leadership Conference at UCSF, November 2 - 6, 2015",3871,,,3871,426,KHNAGraduationGroup-2015-11-6.png,public://general/KHNAGraduationGroup-2015-11-6.png,image/png,4779741,1,1447889895,image
57513,spotlight,0,1541,10881,und,5,International Conferences,"Hamza Abid, RN, MS(c) speaks on Palestinina refugee health at the 2016 World Humanitarian Summit, Istanbul",7701,,,7701,426,Hamza hms Picture.jpg,public://general/Hamza hms Picture.jpg,image/jpeg,60727,1,1466017197,image
57179,spotlight,0,1541,10881,und,6,International Conferences,"Consortium of Universities for Global Health Conference, San Francisco 2016",7706,,,7706,426,sharon and emily poster cugh.JPG,public://general/sharon and emily poster cugh.JPG,image/jpeg,2107660,1,1466025663,image
67253,spotlight,0,1546,11446,und,0,Global Health Nursing Speakers,"Sally Heller Rankin, RN, PhD, FNP, FAAN, delivered the The 35th Helen Nahm Research Lecture on May 28, 2015. Her topic was ""The Heart of the Matter:  From Families and Heart Disease to the Warm Heart of Africa.""",2746,,,2746,411,20150528_1_0024-L.jpg,public://general/20150528_1_0024-L.jpg,image/jpeg,106555,1,1442361851,image
79289,spotlight,0,1546,11446,und,1,Global Health Nursing Speakers,"Joyce Jere, RN, MSc and Edna Bolokonya, RN of Global AIDS Interfaith Alliance, deliver a presentation to nursing students on the issues facing nurses delivering care to rural communities in Malawi.",3496,,,3496,426,IMG_0030.JPG,public://general/IMG_0030.JPG,image/jpeg,210063,1,1446055905,image
51743,spotlight,0,1546,11446,und,2,Global Health Nursing Speakers,"Janelle Palacios, RN, CNM, PhD (fourth from left) presented on her research in a lecture titled: ""Heads/Tails-Silenced Warriors and Baby Daddies: Young Fatherhood Among Native American Men""",5806,,Janelle Palacios,5806,426,Palacios14.jpg,public://general/Palacios14.jpg,image/jpeg,2059730,1,1458254748,image
55257,spotlight,0,1546,11446,und,3,Global Health Nursing Speakers,"Address Malata, PhD, MScN, principal of the Kamuzu College of Nursing at the University of Malawi. ",3836,,,3836,426,Address Malata.jpg,public://general/Address Malata.jpg,image/jpeg,1519625,1,1447889767,image
99749,spotlight,0,1546,11446,und,4,Global Health Nursing Speakers,"Nicolas Opiyo, Founder of Chapter Four Uganda, discusses the affect of anti-homosexuality policies on health rights and health workers in Uganda.",5326,,,5326,426,Nicholas Opiyo UCSF SON.jpg,public://general/Nicholas Opiyo UCSF SON_1.jpg,image/jpeg,409710,1,1455217178,image
72262,spotlight,0,1546,11446,und,5,Global Health Nursing Speakers,"Melva Patricia Ocampo, pediatric nurse at Universidad del Valle in Cali, Colombia, presents on her work to implement kangaroo care as a strategy to address preterm birth outcomes from NICU to patients' homes.",10946,,,10946,426,IMG_1332.jpg,public://general/IMG_1332.jpg,image/jpeg,774783,1,1479331995,image
96299,spotlight,0,1561,11121,und,0,Diversity & Inclusion Trainings 2016-17,,10341,https://diversity.ucsf.edu/diversity-training,,10341,411,diversity-training-class-photo-72dpi.jpg,public://general/diversity-training-class-photo-72dpi.jpg,image/jpeg,125159,1,1476139198,image
66504,spotlight,0,1561,11121,und,1,Preconception Care for Women of Reproductive Age,,10356,http://calendar.ucsf.edu/event/dr_marshalls_lecture#.V_wZVZMrIUE,Barbara Aranda-Naranjo poster,10356,411,cassie.jpg,public://general/cassie_0.jpg,image/jpeg,63512,1,1476139556,image
94946,spotlight,0,1561,11121,und,2,Diversity Month Activities,,10346,https://diversity.ucsf.edu/diversity-month-2016,,10346,411,Diversity_Month_2016_HDRS_2015.jpg,public://general/Diversity_Month_2016_HDRS_2015.jpg,image/jpeg,126538,1,1476139263,image
69902,spotlight,0,1581,7256,und,0,Nurse-Midwifery 40th Anniversary Celebration,"Andrea Pfeffer, Gillian Otway, and Margy Hutchinson. Photo credit: George Louis",3386,,Group pose from Nurse-Midwifery 40th Anniversary Celebration,3386,411,"IMG_2547 2015.10.20 Andrea Pfeffer, Gillian Otway, Margy Hutchison.JPG","public://general/IMG_2547 2015.10.20 Andrea Pfeffer, Gillian Otway, Margy Hutchison.JPG",image/jpeg,288391,1,1445467021,image
71019,spotlight,0,1581,7256,und,1,Nurse-Midwifery 40th Anniversary Celebration,HPP Community Partner Staff. Photo credit: George Louis,3391,,Group pose from Nurse-Midwifery 40th Anniversary Celebration,3391,411,IMG_2539 2015.10.20 HPP Community Partner Staff.JPG,public://general/IMG_2539 2015.10.20 HPP Community Partner Staff.JPG,image/jpeg,266203,1,1445467021,image
92604,spotlight,0,1581,7256,und,2,Nurse-Midwifery 40th Anniversary Celebration,Carmen Rivera with MNHC Community Partner Staff. Photo credit: George Louis,3396,,Group pose from Nurse-Midwifery 40th Anniversary Celebration,3396,411,IMG_2523 2015.10.20 Carmen Rivera with MNHC Community Partner Staff.JPG,public://general/IMG_2523 2015.10.20 Carmen Rivera with MNHC Community Partner Staff.JPG,image/jpeg,249243,1,1445467021,image
86574,spotlight,0,1581,7256,und,3,Nurse-Midwifery 40th Anniversary Celebration,Monica McLemore and Jane Meier. Photo credit: George Louis,3406,,Group pose from Nurse-Midwifery 40th Anniversary Celebration,3406,411,"IMG_2481 2015.10.20 Monica McLemore, Jane Meier.JPG","public://general/IMG_2481 2015.10.20 Monica McLemore, Jane Meier.JPG",image/jpeg,237388,1,1445467021,image
65411,spotlight,0,1581,7256,und,4,Nurse-Midwifery 40th Anniversary Celebration,"Susan Leibel, Diane Johengen, Linda Ennis (background) Deb Cohan, and Chair Linda Giudice. Photo credit: George Louis",3411,,Group pose from Nurse-Midwifery 40th Anniversary Celebration,3411,411,"IMG_2480 2015.10.20 Susan Leibel, Diane Johengen, Linda Ennis, background Deb Cohan, Chair Linda Giudice.JPG","public://general/IMG_2480 2015.10.20 Susan Leibel, Diane Johengen, Linda Ennis, background Deb Cohan, Chair Linda Giudice.JPG",image/jpeg,248092,1,1445467021,image
94532,spotlight,0,1581,7256,und,5,Nurse-Midwifery 40th Anniversary Celebration,"Cheif Rebecca Jackson, Margy Hutchinson, Dean Sue Carlisle, and Dixie Horning. Photo credit: George Louis",3416,,Group pose from Nurse-Midwifery 40th Anniversary Celebration,3416,411,"IMG_2475 2015.10.20 Chief Rebecca Jackson, Margy Hutchison, Dean Sue Carlisle, Dixie Horning.JPG","public://general/IMG_2475 2015.10.20 Chief Rebecca Jackson, Margy Hutchison, Dean Sue Carlisle, Dixie Horning.JPG",image/jpeg,256725,1,1445467021,image
59916,spotlight,0,1581,7256,und,6,Nurse-Midwifery 40th Anniversary Celebration,"Dean Sue Carlisle, Margy Hutchison, and Monica McLemore. Photo credit: George Louis",3441,,Group pose from Nurse-Midwifery 40th Anniversary Celebration,3441,411,"IMG_2469 2015.10.20 Dean Sue Carlisle, Margy Hutchison, Monica McLemore.JPG","public://general/IMG_2469 2015.10.20 Dean Sue Carlisle, Margy Hutchison, Monica McLemore_0.JPG",image/jpeg,125226,1,1445467856,image
52486,spotlight,0,1581,7256,und,7,Nurse-Midwifery 40th Anniversary Celebration,Nurse-Midwifery SFGH 40th Anniversary Celebration Spread. Photo credit: George Louis,3446,,Nurse-Midwifery SFGH 40th Anniversary Celebration Spread,3446,411,"IMG_2460, 201.10.20 NMSFGH 40th Spread [1].JPG","public://general/IMG_2460, 201.10.20 NMSFGH 40th Spread [1]_0.JPG",image/jpeg,194615,1,1445467856,image
91145,spotlight,0,1591,10886,und,0,Global Health Nursing Fellowship,"St. Therese Hospital, Hinche, Haiti",3536,,,3536,426,2015-08-27 10.31.24 (1).jpg,public://general/2015-08-27 10.31.24 (1)_2.jpg,image/jpeg,1747657,1,1446074590,image
69839,spotlight,0,1591,10886,und,1,Global Health Nursing Fellowship,"St. Therese Hospital, Hinche, Haiti",3541,,Students and the Dean,3541,426,untitled-20.jpg,public://general/untitled-20_0.jpg,image/jpeg,293699,1,1446074649,image
75404,spotlight,0,1591,10886,und,2,Global Health Nursing Fellowship,"St. Therese Hospital, Hinche, Haiti",3546,,,3546,426,stock1.JPG,public://general/stock1.JPG,image/jpeg,1569148,1,1446074700,image
99103,spotlight,0,1591,10886,und,3,Global Health Nursing Fellowship,"St. Therese Hospital, Hinche, Haiti",3551,,,3551,426,IMG_1667.JPG,public://general/IMG_1667.JPG,image/jpeg,953670,1,1446074752,image
98879,spotlight,0,1591,10886,und,4,Global Health Nursing Fellowship,"Partners in Health's Global Health Equity Bootcamp in Chiapas, Mexico",7711,,,7711,426,Mexico_0815_SoledadLuzCommunity_CAvila_025_225425_408024.jpg,public://general/Mexico_0815_SoledadLuzCommunity_CAvila_025_225425_408024.jpg,image/jpeg,303207,1,1466025772,image
85119,spotlight,0,1631,7591,und,0,IHA 30th Anniversary Celebration,"Photo by: Jay Sullivan, UCSF",3726,,Poster at IHA 30th Anniversary Celebration,3726,411,IHA1.jpg,public://general/IHA1.jpg,image/jpeg,269724,1,1447887936,image
89976,spotlight,0,1631,7591,und,1,IHA 30th Anniversary Celebration,"Photo by: Jay Sullivan, UCSF",3741,,Presentation at IHA 30th Anniversary Celebration,3741,411,IHA04.jpg,public://general/IHA04.jpg,image/jpeg,188096,1,1447888166,image
61988,spotlight,0,1631,7591,und,2,IHA 30th Anniversary Celebration,"Photo by: Jay Sullivan, UCSF",3751,,Presentation at IHA 30th Anniversary Celebration,3751,411,IHA06.jpg,public://general/IHA06.jpg,image/jpeg,204273,1,1447888724,image
72537,spotlight,0,1631,7591,und,3,IHA 30th Anniversary Celebration,"Photo by: Jay Sullivan, UCSF",3756,,Presentation at IHA 30th Anniversary Celebration,3756,411,IHA07.jpg,public://general/IHA07.jpg,image/jpeg,206934,1,1447888724,image
58783,spotlight,0,1631,7591,und,4,IHA 30th Anniversary Celebration,"Photo by: Jay Sullivan, UCSF",3761,,Presentation at IHA 30th Anniversary Celebration,3761,411,IHA08.jpg,public://general/IHA08.jpg,image/jpeg,188599,1,1447888724,image
72165,spotlight,0,1631,7591,und,5,IHA 30th Anniversary Celebration,"Photo by: Jay Sullivan, UCSF",3766,,Presentation at IHA 30th Anniversary Celebration,3766,411,IHA10.jpg,public://general/IHA10.jpg,image/jpeg,187014,1,1447888724,image
61059,spotlight,0,1631,7591,und,6,IHA 30th Anniversary Celebration,"Photo by: Jay Sullivan, UCSF",3776,,Presentation at IHA 30th Anniversary Celebration,3776,411,IHA11.jpg,public://general/IHA11_0.jpg,image/jpeg,191320,1,1447888724,image
56616,spotlight,0,1631,7591,und,7,IHA 30th Anniversary Celebration,"Photo by: Jay Sullivan, UCSF",3786,,Participants pose at IHA 30th Anniversary Celebration,3786,411,IHA2.jpg,public://general/IHA2_0.jpg,image/jpeg,227723,1,1447888724,image
99365,spotlight,0,1631,7591,und,8,IHA 30th Anniversary Celebration,"Photo by: Jay Sullivan, UCSF",3801,,Participants pose at IHA 30th Anniversary Celebration,3801,411,IHA13.jpg,public://general/IHA13.jpg,image/jpeg,241085,1,1447889192,image
92179,spotlight,0,1631,7591,und,9,IHA 30th Anniversary Celebration,"Photo by: Jay Sullivan, UCSF",3811,,Participants pose at IHA 30th Anniversary Celebration,3811,411,IHA15.jpg,public://general/IHA15_0.jpg,image/jpeg,156945,1,1447889192,image
91879,spotlight,0,1631,7591,und,10,IHA 30th Anniversary Celebration,"Photo by: Jay Sullivan, UCSF",3816,,Participants pose at IHA 30th Anniversary Celebration,3816,411,IHA16.jpg,public://general/IHA16.jpg,image/jpeg,265162,1,1447889192,image
93646,spotlight,0,1631,7591,und,11,IHA 30th Anniversary Celebration,"Photo by: Jay Sullivan, UCSF",3821,,Participants pose at IHA 30th Anniversary Celebration,3821,411,IHA17.jpg,public://general/IHA17.jpg,image/jpeg,165253,1,1447890001,image
91196,spotlight,0,1631,7591,und,12,IHA 30th Anniversary Celebration,"Photo by: Jay Sullivan, UCSF",3826,,Participants pose at IHA 30th Anniversary Celebration,3826,411,IHA18.jpg,public://general/IHA18.jpg,image/jpeg,186467,1,1447890001,image
93565,spotlight,0,1631,7591,und,13,IHA 30th Anniversary Celebration,"Photo by: Jay Sullivan, UCSF",3831,,Participants pose at IHA 30th Anniversary Celebration,3831,411,IHA19.jpg,public://general/IHA19.jpg,image/jpeg,172061,1,1447890001,image
74877,spotlight,0,1631,7591,und,14,IHA 30th Anniversary Celebration,"Photo by: Jay Sullivan, UCSF",3841,,Participants pose at IHA 30th Anniversary Celebration,3841,411,IHA20.jpg,public://general/IHA20.jpg,image/jpeg,218491,1,1447890001,image
89366,spotlight,0,1631,7591,und,15,IHA 30th Anniversary Celebration,"Photo by: Jay Sullivan, UCSF",3851,,Participants pose at IHA 30th Anniversary Celebration,3851,411,IHA21.jpg,public://general/IHA21_0.jpg,image/jpeg,186290,1,1447890001,image
81021,spotlight,0,1631,7591,und,16,IHA 30th Anniversary Celebration,"Photo by: Jay Sullivan, UCSF",3856,,Participants pose at IHA 30th Anniversary Celebration,3856,411,IHA22.jpg,public://general/IHA22.jpg,image/jpeg,199036,1,1447890001,image
92743,spotlight,0,1631,7591,und,17,IHA 30th Anniversary Celebration,"Photo by: Jay Sullivan, UCSF",3866,,Participants pose at IHA 30th Anniversary Celebration,3866,411,IHA23.jpg,public://general/IHA23_0.jpg,image/jpeg,187372,1,1447890001,image
79549,spotlight,0,1631,7591,und,18,IHA 30th Anniversary Celebration,"Photo by: Jay Sullivan, UCSF",3876,,Participants pose at IHA 30th Anniversary Celebration,3876,411,IHA24.jpg,public://general/IHA24.jpg,image/jpeg,227308,1,1447890001,image
65525,spotlight,0,1631,7591,und,19,IHA 30th Anniversary Celebration,"Photo by: Jay Sullivan, UCSF",3886,,Participants pose at IHA 30th Anniversary Celebration,3886,411,IHA25.jpg,public://general/IHA25_0.jpg,image/jpeg,121655,1,1447890001,image
63201,spotlight,0,1811,8331,und,0,,"Kimberly Baltzell, RN, PhD, MS, moderates the Global is Local Event on January 6, 2016.",5071,,"Kimberly Baltzell, RN, PhD, MS, moderates the Global is Local Event on January 6, 2016.",5071,411,Kim_Intro.jpg,public://general/Kim_Intro.jpg,image/jpeg,2775679,1,1453393226,image
78483,spotlight,0,1811,8331,und,1,,"Carolina Espinosa Noya, PhD(c), FNP-BC, RN, MS presents the overwhelming success of patients as part of the Shared Medical Appointment program.",5076,,"Carolina Espinosa Noya, PhD(c), FNP-BC, RN, MS presents the overwhelming success of patients as part of the Shared Medical Appoi",5076,411,Noya.jpg,public://general/Noya.jpg,image/jpeg,3197443,1,1453393226,image
84667,spotlight,0,1811,8331,und,2,,"Anne Berit Petersen, PhD, MPH, RN shares her work in women’s health and empowerment including averting the emerging tobacco epidemic in low and middle-income countries.",5081,,"Anne Berit Petersen, PhD, MPH, RN shares her work in women’s health and empowerment including averting the emerging tobacco epid",5081,411,Petersen.jpg,public://general/Petersen.jpg,image/jpeg,3432051,1,1453393226,image
54757,spotlight,0,1811,8331,und,3,,"Irene Ritterman, RN, MS, FNP describes her path through a wide range of aspects of global health work engagement.",5086,,"Irene Ritterman, RN, MS, FNP describes her path through a wide range of aspects of global health work engagement.",5086,411,Ritterman.jpg,public://general/Ritterman.jpg,image/jpeg,2740744,1,1453393226,image
52433,spotlight,0,1811,8331,und,4,,"Hamza Alduraidi, RN, MPH, MSN, PhD(c) illustrates his commitment to improving the health of refugees.",5091,,"Hamza Alduraidi, RN, MPH, MSN, PhD(c) illustrates his commitment to improving the health of refugees.",5091,411,HamzaAlduraidi9.jpg,public://general/HamzaAlduraidi9.jpg,image/jpeg,3393459,1,1453393226,image
52328,spotlight,0,1811,8331,und,5,,"Global is Local panelists and participants engaged in question and answer with speaker Anne Berit Petersen, PhD, MPH, RN.",5096,,"Global is Local panelists and participants engaged in question and answer with speaker Anne Berit Petersen, PhD, MPH, RN.",5096,411,QandA2.jpg,public://general/QandA2.jpg,image/jpeg,4248311,1,1453393226,image
67396,spotlight,0,1816,8336,und,0,,"Kimberly Baltzell, RN, PhD, MS, moderates the Global is Local Event on January 6, 2016.",5101,,"Kimberly Baltzell, RN, PhD, MS, moderates the Global is Local Event on January 6, 2016.",5101,411,Kim_Intro.jpg,public://general/Kim_Intro_0.jpg,image/jpeg,2775679,1,1453393455,image
93593,spotlight,0,1816,8336,und,1,,"Carolina Espinosa Noya, PhD(c), FNP-BC, RN, MS presents the overwhelming success of patients as part of the Shared Medical Appointment program.",5106,,"Carolina Espinosa Noya, PhD(c), FNP-BC, RN, MS presents the overwhelming success of patients as part of the Shared Medical Appoi",5106,411,Noya.jpg,public://general/Noya_0.jpg,image/jpeg,3197443,1,1453393455,image
89041,spotlight,0,1816,8336,und,2,,"Anne Berit Petersen, PhD, MPH, RN shares her work in women’s health and empowerment including averting the emerging tobacco epidemic in low and middle-income countries.",5111,,"Anne Berit Petersen, PhD, MPH, RN shares her work in women’s health and empowerment including averting the emerging tobacco epid",5111,411,Petersen.jpg,public://general/Petersen_0.jpg,image/jpeg,3432051,1,1453393455,image
68014,spotlight,0,1816,8336,und,3,,"Irene Ritterman, RN, MS, FNP describes her path through a wide range of aspects of global health work engagement.",5116,,"Irene Ritterman, RN, MS, FNP describes her path through a wide range of aspects of global health work engagement.",5116,411,Ritterman.jpg,public://general/Ritterman_0.jpg,image/jpeg,2740744,1,1453393455,image
73407,spotlight,0,1816,8336,und,4,,"Hamza Alduraidi, RN, MPH, MSN, PhD(c) illustrates his commitment to improving the health of refugees.",5121,,"Hamza Alduraidi, RN, MPH, MSN, PhD(c) illustrates his commitment to improving the health of refugees.",5121,411,HamzaAlduraidi9.jpg,public://general/HamzaAlduraidi9_0.jpg,image/jpeg,3393459,1,1453393455,image
73261,spotlight,0,1816,8336,und,5,,"Global is Local panelists and participants engaged in question and answer with speaker Anne Berit Petersen, PhD, MPH, RN.",5126,,"Global is Local panelists and participants engaged in question and answer with speaker Anne Berit Petersen, PhD, MPH, RN.",5126,411,QandA2.jpg,public://general/QandA2_0.jpg,image/jpeg,4248311,1,1453393455,image
55143,spotlight,0,1831,8721,und,0,School of Nursing and BABNA Multicultural Nursing Mixer,"UCSF School of Nursing BABNA Past Presidents: (left - right) Salamah Locks, Linda Gregory, and Debrah Vails-Quarters. Photo credit: Elisabeth Fall.",5341,,"UCSF School of Nursing BABNA Past Presidents: (left - right) Salamah Locks, Linda Gregory, and Debrah Vails-Quarters. Photo cred",5341,411,UCSFBABNA2.jpg,public://general/UCSFBABNA2.jpg,image/jpeg,328867,1,1455837593,image
81135,spotlight,0,1831,8721,und,1,School of Nursing and BABNA Multicultural Nursing Mixer,"Director of Recruitment and Outreach Sergio Saenz, BABNA past President and Florence Stroud Conference Chair Kim Scott, and Dean David Vlahov pose at the Multicultural Nursing Mixer in the UCSF Mission Bay Pub. Photo credit: Elisabeth Fall.",5346,,"Director of Recruitment and Outreach Sergio Saenz, Kim Scott, and Dean David Vlahov pose at the Multicultural Nu",5346,411,UCSFBABNA1.jpg,public://general/UCSFBABNA1.jpg,image/jpeg,302948,1,1455837593,image
83462,spotlight,0,1831,8721,und,2,School of Nursing and BABNA Multicultural Nursing Mixer,"UCSF Voces Latinas represent on behalf of the National Association of Hispanic Nurses (NAHN): (left - right) Andria Saldana, Veronica Peczarana, Zainab Altoi, Crystal Louce, Maritza Lopez, and Andrea Santos. Photo credit: Elisabeth Fall.",5356,,,5356,411,UCSFBABNA.jpg,public://general/UCSFBABNA.jpg,image/jpeg,513968,1,1455837930,image
80685,spotlight,0,1831,8721,und,3,School of Nursing and BABNA Multicultural Nursing Mixer,UCSF Voces Latinas Veronica Peczarana with School of Nursing doctoral student Austin Nation. Photo credit: Elisabeth Fall.,5361,,UCSF Voces Latinas Veronica Peczarana with School of Nursing doctoral student Austin Nation,5361,411,UCSFBABNA5.jpg,public://general/UCSFBABNA5.jpg,image/jpeg,382069,1,1455838039,image
76803,spotlight,0,1831,8721,und,4,School of Nursing and BABNA Multicultural Nursing Mixer,"Joanne Spetz, PhD, points to a slide as part of her presentation ""Nursing Diversity and Population Needs: Can the Two Ever Align?"" Photo credit: Elisabeth Fall.",5366,,"Joanne Spetz, PhD, points to a slide as part of her presentation ""Nursing Diversity and Population Needs: Can the Two Ever Align",5366,411,UCSFBABNA6.jpg,public://general/UCSFBABNA6.jpg,image/jpeg,256879,1,1455838266,image
88745,spotlight,0,1831,8721,und,5,School of Nursing and BABNA Multicultural Nursing Mixer,Participants pose at UCSF and BABNA Multicultural Nursing Mixer. Photo credit: Elisabeth Fall.,5371,,Participants pose at UCSF and BABNA Multicultural Nursing Mixer. Photo credit: Elisabeth Fall.,5371,411,UCSFBABNA7.jpg,public://general/UCSFBABNA7.jpg,image/jpeg,509970,1,1455838481,image
90897,spotlight,0,1831,8721,und,6,School of Nursing and BABNA Multicultural Nursing Mixer,UCSF School of Nursing Professor Ruth Malone converses with Multicultural Nursing Mixer participant. Photo credit: Elisabeth Fall.,5376,,UCSF School of Nursing Professor Ruth Malone converses with Multicultural Nursing Mixer participant,5376,411,UCSFBABNA8.jpg,public://general/UCSFBABNA8.jpg,image/jpeg,415773,1,1455838614,image
65859,spotlight,0,1831,8721,und,7,School of Nursing and BABNA Multicultural Nursing Mixer,"Debrah Vails-Quarters, Sergio Saenz, and Norlissa Cooper pose at the Multicultural Nursing Mixer. Photo credit: Elisabeth Fall.",5381,,"Debrah Vails-Quarters, Sergio Saenz, and Norlissa Cooper pose at the Multicultural Nursing Mixer. Photo credit: Elisabeth Fall.",5381,411,UCSFBABNA9.jpg,public://general/UCSFBABNA9.jpg,image/jpeg,411881,1,1455838772,image
68780,spotlight,0,1831,8721,und,8,School of Nursing and BABNA Multicultural Nursing Mixer,UCSF School of Nursing Dean with Multicultural Nursing Mixer participants. Photo credit: Elisabeth Fall.,5386,,UCSF School of Nursing Dean with Multicultural Nursing Mixer participants. Photo credit: Elisabeth Fall.,5386,411,UCSFBABNA10.jpg,public://general/UCSFBABNA10.jpg,image/jpeg,393716,1,1455838897,image
88619,spotlight,0,1831,8721,und,9,School of Nursing and BABNA Multicultural Nursing Mixer,Participants enjoy a moment at the Multicultural Nursing Mixer. Photo credit: Elisabeth Fall.,5401,,Participants enjoy a moment at the Multicultural Nursing Mixer. Photo credit: Elisabeth Fall.,5401,411,UCSFBABNA13.jpg,public://general/UCSFBABNA13.jpg,image/jpeg,546474,1,1455839113,image
